dod,female,kommun60,experiment,foddar,ett
0.225,0,1329,0,47,40
0.2352941,1,1329,0,47,34
0.08,0,1329,0,48,25
0.03125,1,1329,0,48,32
0.1764706,0,1329,0,49,34
0.1891892,1,1329,0,49,37
0.2142857,0,1329,0,50,28
0.1481481,1,1329,0,50,27
0.1612903,0,1329,0,51,31
0.2222222,1,1329,0,51,27
0,0,1329,0,52,29
0.1025641,1,1329,0,52,39
0.0714286,0,1329,1,53,28
0.0909091,1,1329,1,53,22
0.2272727,0,1329,1,54,22
0,1,1329,1,54,29
0.08,0,1329,1,55,25
0.1153846,1,1329,1,55,26
0.0869565,0,1329,1,56,23
0,1,1329,1,56,23
0.1923077,0,1329,1,57,26
0.1,1,1329,1,57,20
0,0,1330,0,40,1
0,1,1330,0,40,2
0.6666667,0,1330,0,42,3
0,1,1330,0,42,1
0,1,1330,0,43,1
0,0,1330,0,46,1
0,1,1330,0,46,1
0.25,0,1330,0,47,8
0,1,1330,0,47,5
0.2,0,1330,0,48,10
0.3846154,1,1330,0,48,13
0.3333333,0,1330,0,49,18
0.0833333,1,1330,0,49,12
0,0,1330,0,50,5
0.3076923,1,1330,0,50,13
0,0,1330,0,51,16
0.4285714,1,1330,0,51,7
0.2307692,0,1330,0,52,13
0,1,1330,0,52,6
0.2307692,0,1330,1,53,13
0.2307692,1,1330,1,53,13
0.1666667,0,1330,1,54,12
0,1,1330,1,54,9
0.2,0,1330,1,55,5
0,1,1330,1,55,11
0.0769231,0,1330,1,56,13
0,1,1330,1,56,8
0,0,1330,1,57,4
0,1,1330,1,57,9
0.4,0,1331,0,40,5
0.2,1,1331,0,40,5
0.6666667,0,1331,0,41,6
0,1,1331,0,41,2
0,0,1331,0,42,3
0,0,1331,0,43,1
0.5,1,1331,0,43,4
0,0,1331,0,44,2
0,0,1331,0,45,1
0,1,1331,0,46,1
0.2105263,0,1331,0,47,19
0.1923077,1,1331,0,47,26
0.1363636,0,1331,0,48,22
0.1904762,1,1331,0,48,21
0.125,0,1331,0,49,16
0,1,1331,0,49,14
0.1481481,0,1331,0,50,27
0.0952381,1,1331,0,50,21
0,0,1331,0,51,19
0.1111111,1,1331,0,51,18
0.3333333,0,1331,0,52,24
0.3636364,1,1331,0,52,11
0,0,1331,1,53,17
0.2352941,1,1331,1,53,17
0,0,1331,1,54,14
0.2666667,1,1331,1,54,15
0.173913,0,1331,1,55,23
0.0909091,1,1331,1,55,11
0.0714286,0,1331,1,56,28
0.0526316,1,1331,1,56,19
0.0833333,0,1331,1,57,24
0,1,1331,1,57,9
0.6666667,0,1332,0,40,3
0,0,1332,0,43,1
0,0,1332,0,44,1
0.2758621,0,1332,0,47,29
0.1,1,1332,0,47,20
0.2352941,0,1332,0,48,17
0.1,1,1332,0,48,20
0.2727273,0,1332,0,49,22
0.2222222,1,1332,0,49,18
0.3125,0,1332,0,50,16
0.0434783,1,1332,0,50,23
0.2068966,0,1332,0,51,29
0.125,1,1332,0,51,16
0.32,0,1332,0,52,25
0.3333333,1,1332,0,52,12
0.173913,0,1332,1,53,23
0.1851852,1,1332,1,53,27
0,0,1332,1,54,11
0.0952381,1,1332,1,54,21
0,0,1332,1,55,18
0,1,1332,1,55,15
0.1538462,0,1332,1,56,26
0.1666667,1,1332,1,56,24
0.1111111,0,1332,1,57,18
0,1,1332,1,57,19
0,0,1333,0,40,2
0,0,1333,0,43,1
0,0,1333,0,44,1
0,1,1333,0,44,2
0,0,1333,0,45,1
0,1,1333,0,45,1
0,0,1333,0,46,1
0.3333333,0,1333,0,47,30
0.2352941,1,1333,0,47,34
0.2222222,0,1333,0,48,18
0.3125,1,1333,0,48,32
0.2631579,0,1333,0,49,19
0.1904762,1,1333,0,49,21
0.1818182,0,1333,0,50,22
0.0384615,1,1333,0,50,26
0.2142857,0,1333,0,51,28
0.2333333,1,1333,0,51,30
0.0869565,0,1333,1,52,23
0.2903226,1,1333,1,52,31
0.173913,0,1333,1,53,23
0,1,1333,1,53,15
0.2903226,0,1333,1,54,31
0.0909091,1,1333,1,54,22
0,0,1333,1,55,26
0,1,1333,1,55,16
0.1034483,0,1333,1,56,29
0.1071429,1,1333,1,56,28
0.16,0,1333,1,57,25
0,1,1333,1,57,18
0,0,1360,1,57,22
0.15,1,1360,1,57,20
0,0,1380,0,40,1
0,1,1380,0,40,3
0,0,1380,0,41,1
0,1,1380,0,41,2
0,0,1380,0,52,1
0,1,1380,0,52,1
0,1,1380,0,53,1
0,0,1380,1,56,1
0.375,0,1381,0,40,56
0.2352941,1,1381,0,40,51
0.3030303,0,1381,0,41,66
0.32,1,1381,0,41,50
0.425,0,1381,0,42,80
0.2674419,1,1381,0,42,86
0.3956044,0,1381,0,43,91
0.1894737,1,1381,0,43,95
0.254386,0,1381,0,44,114
0.2018349,1,1381,0,44,109
0.3552631,0,1381,0,45,152
0.184874,1,1381,0,45,119
0.2988506,0,1381,0,46,174
0.1794872,1,1381,0,46,156
0.08,0,1381,0,47,25
0.0357143,1,1381,0,47,28
0.2307692,0,1381,0,48,26
0.1363636,1,1381,0,48,22
0.2121212,0,1381,0,49,33
0.1612903,1,1381,0,49,31
0.0333333,0,1381,0,50,30
0.0454545,1,1381,0,50,22
0.15625,0,1381,0,51,32
0.1904762,1,1381,0,51,21
0.2692308,0,1381,0,52,26
0,1,1381,0,52,20
0.1142857,0,1381,0,53,35
0.0666667,1,1381,0,53,30
0.1481481,0,1381,0,54,27
0,1,1381,0,54,20
0.0606061,0,1381,0,55,33
0.2222222,1,1381,0,55,18
0.047619,0,1381,1,56,21
0.0555556,1,1381,1,56,18
0.1724138,0,1381,1,57,29
0,1,1381,1,57,19
0.3617021,0,1382,0,40,188
0.2012987,1,1382,0,40,154
0.3838384,0,1382,0,41,198
0.2642487,1,1382,0,41,193
0.2891566,0,1382,0,42,249
0.1979695,1,1382,0,42,197
0.369863,0,1382,0,43,219
0.1440678,1,1382,0,43,236
0.2520661,0,1382,0,44,242
0.190678,1,1382,0,44,236
0.244898,0,1382,0,45,245
0.2,1,1382,0,45,225
0.2773723,0,1382,0,46,274
0.1529851,1,1382,0,46,268
0.3069307,0,1382,0,47,101
0.1012658,1,1382,0,47,79
0.25,0,1382,0,48,92
0.1395349,1,1382,0,48,86
0.1797753,0,1382,0,49,89
0.1111111,1,1382,0,49,90
0.2073171,0,1382,0,50,82
0.0898876,1,1382,0,50,89
0.1142857,0,1382,0,51,70
0.1710526,1,1382,0,51,76
0.19,0,1382,0,52,100
0.1232877,1,1382,0,52,73
0.0909091,0,1382,0,53,77
0.1369863,1,1382,0,53,73
0.1343284,0,1382,1,54,67
0.0666667,1,1382,1,54,75
0.172043,0,1382,1,55,93
0.0333333,1,1382,1,55,60
0.115942,0,1382,1,56,69
0.0810811,1,1382,1,56,74
0.0933333,0,1382,1,57,75
0.0967742,1,1382,1,57,93
0.3707865,0,1383,0,40,267
0.3183673,1,1383,0,40,245
0.3034188,0,1383,0,41,234
0.2612613,1,1383,0,41,222
0.3141892,0,1383,0,42,296
0.1728395,1,1383,0,42,243
0.3615635,0,1383,0,43,307
0.2431507,1,1383,0,43,292
0.275974,0,1383,0,44,308
0.1827243,1,1383,0,44,301
0.2507937,0,1383,0,45,315
0.1649484,1,1383,0,45,291
0.2436709,0,1383,0,46,316
0.1400651,1,1383,0,46,307
0.4,0,1383,0,47,140
0.1544715,1,1383,0,47,123
0.3432836,0,1383,0,48,134
0.2058824,1,1383,0,48,136
0.1652174,0,1383,0,49,115
0.1545455,1,1383,0,49,110
0.245098,0,1383,0,50,102
0.2068966,1,1383,0,50,87
0.1914894,0,1383,0,51,94
0.1372549,1,1383,0,51,102
0.2325581,0,1383,0,52,86
0.1046512,1,1383,0,52,86
0.125,0,1383,0,53,96
0.0357143,1,1383,0,53,84
0.220339,0,1383,0,54,118
0.1595745,1,1383,0,54,94
0.1192661,0,1383,0,55,109
0.0107527,1,1383,0,55,93
0.0980392,0,1383,1,56,102
0.05,1,1383,1,56,100
0.0701754,0,1383,1,57,114
0.0681818,1,1383,1,57,88
0.4146341,0,1384,0,40,82
0.2380952,1,1384,0,40,84
0.4233577,0,1384,0,41,137
0.2704918,1,1384,0,41,122
0.3288591,0,1384,0,42,149
0.2230216,1,1384,0,42,139
0.2795031,0,1384,0,43,161
0.1582734,1,1384,0,43,139
0.2516556,0,1384,0,44,151
0.1320755,1,1384,0,44,106
0.2792208,0,1384,0,45,154
0.1678832,1,1384,0,45,137
0.2444444,0,1384,0,46,135
0.1468531,1,1384,0,46,143
0.3448276,0,1384,0,47,29
0.1851852,1,1384,0,47,27
0.375,0,1384,0,48,32
0.2,1,1384,0,48,35
0.28,0,1384,0,49,25
0,1,1384,0,49,23
0.1428571,0,1384,0,50,28
0.2222222,1,1384,0,50,27
0.2,0,1384,0,51,25
0.0909091,1,1384,0,51,22
0.0882353,0,1384,0,52,34
0.125,1,1384,0,52,32
0.3913043,0,1384,1,53,23
0,1,1384,1,53,21
0.1333333,0,1384,1,54,30
0.0714286,1,1384,1,54,28
0.2162162,0,1384,1,55,37
0.0555556,1,1384,1,55,36
0,0,1384,1,56,29
0.1764706,1,1384,1,56,34
0,0,1384,1,57,32
0.0294118,1,1384,1,57,34
1,0,1401,0,40,3
0,1,1401,0,40,3
0,0,1401,0,41,1
0.8,1,1401,0,41,5
0.3333333,0,1401,0,42,3
0.5,0,1401,0,43,4
0.3333333,1,1401,0,43,3
0.6666667,0,1401,0,44,3
0,0,1401,0,45,1
0,1,1401,0,45,1
0,0,1401,0,46,3
0,1,1401,0,46,3
0.1470588,0,1401,0,47,34
0.1333333,1,1401,0,47,30
0.1944444,0,1401,0,48,36
0.1842105,1,1401,0,48,38
0.3863636,0,1401,0,49,44
0.3333333,1,1401,0,49,30
0.1891892,0,1401,0,50,37
0.0833333,1,1401,0,50,24
0.1612903,0,1401,0,51,31
0.0714286,1,1401,0,51,28
0.1818182,0,1401,0,52,22
0.0571429,1,1401,0,52,35
0.125,0,1401,0,53,24
0.0869565,1,1401,0,53,23
0.3181818,0,1401,1,54,22
0.15,1,1401,1,54,20
0.15,0,1401,1,55,20
0.08,1,1401,1,55,25
0.225,0,1401,1,56,40
0.08,1,1401,1,56,25
0.0384615,0,1401,1,57,26
0.0952381,1,1401,1,57,21
0.5416667,0,1402,0,40,24
0.5185185,1,1402,0,40,27
0.1538462,0,1402,0,41,13
0.3333333,1,1402,0,41,21
0.05,0,1402,0,42,20
0.375,1,1402,0,42,16
0.5909091,0,1402,0,43,22
0.4210526,1,1402,0,43,19
0.0625,0,1402,0,44,16
0.2941177,1,1402,0,44,17
0.375,0,1402,0,45,16
0.25,1,1402,0,45,20
0.3333333,0,1402,0,46,21
0.16,1,1402,0,46,25
0.2,0,1402,0,47,80
0.2135922,1,1402,0,47,103
0.1632653,0,1402,0,48,98
0.1650485,1,1402,0,48,103
0.1313131,0,1402,0,49,99
0.1632653,1,1402,0,49,98
0.2745098,0,1402,1,50,102
0.2421053,1,1402,1,50,95
0.2190476,0,1402,1,51,105
0.08,1,1402,1,51,100
0.15,0,1402,1,52,120
0.0705882,1,1402,1,52,85
0.2065217,0,1402,1,53,92
0.1160714,1,1402,1,53,112
0.1818182,0,1402,1,54,110
0.0392157,1,1402,1,54,102
0.1976744,0,1402,1,55,86
0.0444444,1,1402,1,55,90
0.1165049,0,1402,1,56,103
0.1,1,1402,1,56,90
0.1351351,0,1402,1,57,111
0.1153846,1,1402,1,57,104
0,0,1403,0,40,1
0,1,1403,0,40,2
0,0,1403,0,41,2
0,1,1403,0,41,5
0,0,1403,0,42,2
0,1,1403,0,42,2
0,0,1403,0,43,1
1,1,1403,0,43,2
0,1,1403,1,45,2
0,1,1403,1,46,1
0.3392857,0,1403,1,47,56
0.2608696,1,1403,1,47,46
0.2,0,1403,1,48,50
0.0810811,1,1403,1,48,37
0.2142857,0,1403,1,49,42
0.2444444,1,1403,1,49,45
0.0789474,0,1403,1,50,38
0.0952381,1,1403,1,50,42
0.2916667,0,1403,1,51,48
0.1818182,1,1403,1,51,33
0.122449,0,1403,1,52,49
0.097561,1,1403,1,52,41
0.1904762,0,1403,1,53,42
0.0588235,1,1403,1,53,34
0.0833333,0,1403,1,54,36
0,1,1403,1,54,31
0.2,0,1403,1,55,30
0.0857143,1,1403,1,55,35
0.0925926,0,1403,1,56,54
0.0689655,1,1403,1,56,29
0.1,0,1403,1,57,40
0.25,1,1403,1,57,32
0,0,1404,0,40,1
0,1,1404,0,41,1
0.2142857,0,1404,0,47,28
0,1,1404,0,47,10
0,0,1404,0,48,8
0.0833333,1,1404,0,48,12
0.0714286,0,1404,0,49,14
0.4,1,1404,0,49,15
0.1666667,0,1404,1,50,6
0.2142857,1,1404,1,50,14
0.1818182,0,1404,1,51,22
0,1,1404,1,51,2
0.1333333,0,1404,1,52,15
0,1,1404,1,52,8
0.1333333,0,1404,1,53,15
0.4444444,1,1404,1,53,9
0.1,0,1404,1,54,10
0,1,1404,1,54,14
0,0,1404,1,55,11
0.0909091,1,1404,1,55,11
0,0,1404,1,56,12
0,1,1404,1,56,7
0,0,1404,1,57,16
0,1,1404,1,57,10
0,1,1405,0,40,3
0,1,1405,0,41,2
0,1,1405,0,42,1
0,0,1405,0,43,1
0,1,1405,0,46,2
0.1538462,0,1405,0,47,26
0.1904762,1,1405,0,47,21
0.047619,0,1405,0,48,21
0.2,1,1405,0,48,30
0.125,0,1405,0,49,24
0.2222222,1,1405,0,49,27
0.2142857,0,1405,0,50,28
0.1428571,1,1405,0,50,28
0.2758621,0,1405,0,51,29
0.137931,1,1405,0,51,29
0.2903226,0,1405,1,52,31
0.08,1,1405,1,52,25
0.2121212,0,1405,1,53,33
0.0526316,1,1405,1,53,19
0.0769231,0,1405,1,54,13
0.0526316,1,1405,1,54,19
0.1153846,0,1405,1,55,26
0.1,1,1405,1,55,20
0.0714286,0,1405,1,56,14
0,1,1405,1,56,17
0.25,0,1405,1,57,28
0.173913,1,1405,1,57,23
0.3333333,0,1406,0,40,18
0,1,1406,0,40,11
0.375,0,1406,0,41,8
0.1111111,1,1406,0,41,9
0.4166667,0,1406,0,42,12
0,1,1406,0,42,10
0.2222222,0,1406,0,43,9
0.1818182,1,1406,0,43,11
0.1818182,0,1406,0,44,11
0.2,1,1406,0,44,10
0.125,0,1406,0,45,8
0.2222222,1,1406,0,45,9
0.5,0,1406,0,46,8
0.125,1,1406,0,46,8
0.0909091,0,1406,0,47,22
0.1071429,1,1406,0,47,28
0.2592593,0,1406,0,48,27
0.2173913,1,1406,0,48,23
0.3636364,0,1406,0,49,33
0.0322581,1,1406,0,49,31
0.0689655,0,1406,0,50,29
0.0833333,1,1406,0,50,24
0.4074074,0,1406,0,51,27
0,1,1406,0,51,18
0,0,1406,1,52,21
0.1052632,1,1406,1,52,19
0.09375,0,1406,1,53,32
0.1176471,1,1406,1,53,17
0.0714286,0,1406,1,54,14
0.1153846,1,1406,1,54,26
0.1153846,0,1406,1,55,26
0,1,1406,1,55,21
0,0,1406,1,56,15
0,1,1406,1,56,33
0,0,1406,1,57,19
0.1,1,1406,1,57,20
0.4571429,0,1407,0,40,35
0.3571429,1,1407,0,40,42
0.4047619,0,1407,0,41,42
0.2,1,1407,0,41,30
0.5263158,0,1407,0,42,38
0.2195122,1,1407,0,42,41
0.4,0,1407,0,43,45
0.4054054,1,1407,0,43,37
0.3414634,0,1407,0,44,41
0.3170732,1,1407,0,44,41
0.3617021,0,1407,0,45,47
0.3142857,1,1407,0,45,35
0.1071429,0,1407,0,46,28
0.2692308,1,1407,0,46,26
0.2345679,0,1407,0,47,81
0.2375,1,1407,0,47,80
0.3255814,0,1407,0,48,86
0.1609195,1,1407,0,48,87
0.2025317,0,1407,0,49,79
0.1333333,1,1407,0,49,75
0.1666667,0,1407,0,50,78
0.173913,1,1407,0,50,69
0.2285714,0,1407,0,51,70
0.1746032,1,1407,0,51,63
0.2432432,0,1407,0,52,74
0.0746269,1,1407,0,52,67
0.2985075,0,1407,1,53,67
0.0675676,1,1407,1,53,74
0.1290323,0,1407,1,54,62
0.1285714,1,1407,1,54,70
0.2380952,0,1407,1,55,63
0.0789474,1,1407,1,55,76
0.1607143,0,1407,1,56,56
0.1212121,1,1407,1,56,66
0.0895522,0,1407,1,57,67
0.1408451,1,1407,1,57,71
0.6666667,1,1408,0,40,3
0,1,1408,0,41,1
0,0,1408,0,42,1
0.5,1,1408,0,42,4
0,0,1408,0,44,2
0,1,1408,0,44,1
0,0,1408,0,46,1
0,1,1408,0,46,1
0.2727273,0,1408,0,47,11
0.1428571,1,1408,0,47,14
0.2258064,0,1408,0,48,31
0.3529412,1,1408,0,48,17
0.4166667,0,1408,0,49,24
0,1,1408,0,49,15
0,0,1408,1,50,10
0.2258064,1,1408,1,50,31
0.0714286,0,1408,1,51,14
0.1176471,1,1408,1,51,17
0.1176471,0,1408,1,52,17
0,1,1408,1,52,17
0.3333333,0,1408,1,53,18
0.125,1,1408,1,53,16
0.2272727,0,1408,1,54,22
0.1538462,1,1408,1,54,13
0.2307692,0,1408,1,55,13
0,1,1408,1,55,10
0,0,1408,1,56,10
0,1,1408,1,56,14
0,0,1408,1,57,16
0,1,1408,1,57,10
0,0,1409,0,40,1
1,1,1409,0,40,4
0,0,1409,0,41,1
0,0,1409,0,42,2
0,1,1409,0,42,1
0,0,1409,0,43,1
0,0,1409,0,44,1
0,1,1409,0,45,1
0,0,1409,0,46,1
0.1,0,1409,0,47,20
0.2307692,1,1409,0,47,13
0.1666667,0,1409,0,48,30
0.15,1,1409,0,48,20
0.1764706,0,1409,0,49,17
0.3181818,1,1409,0,49,22
0,0,1409,1,50,15
0.2272727,1,1409,1,50,22
0.173913,0,1409,1,51,23
0.2352941,1,1409,1,51,17
0.0952381,0,1409,1,52,21
0.2105263,1,1409,1,52,19
0.1333333,0,1409,1,53,15
0.2,1,1409,1,53,15
0.1666667,0,1409,1,54,18
0.1428571,1,1409,1,54,7
0.1818182,0,1409,1,55,22
0.2857143,1,1409,1,55,14
0,0,1409,1,56,12
0.3125,1,1409,1,56,16
0.1333333,0,1409,1,57,15
0.2222222,1,1409,1,57,18
0.5,0,1410,0,40,2
0,1,1410,0,40,1
0,0,1410,0,41,2
0,1,1410,0,41,4
0.5,0,1410,0,42,2
0.4,1,1410,0,42,5
0,1,1410,0,43,1
1,0,1410,0,44,4
0,1,1410,0,44,1
1,1,1410,0,45,1
0.6666667,0,1410,0,46,3
0,1,1410,0,46,1
0.2,0,1410,0,47,25
0.2222222,1,1410,0,47,18
0.4375,0,1410,0,48,16
0.0833333,1,1410,0,48,24
0.3125,0,1410,0,49,16
0.0416667,1,1410,0,49,24
0.1176471,0,1410,1,50,17
0,1,1410,1,50,28
0.3571429,0,1410,1,51,14
0.2,1,1410,1,51,20
0.1666667,0,1410,1,52,12
0.16,1,1410,1,52,25
0.3076923,0,1410,1,53,13
0,1,1410,1,53,14
0.0666667,0,1410,1,54,15
0.2,1,1410,1,54,20
0,0,1410,1,55,13
0,1,1410,1,55,13
0.173913,0,1410,1,56,23
0.0833333,1,1410,1,56,12
0.1176471,0,1410,1,57,17
0,1,1410,1,57,14
0.6666667,0,1411,0,40,9
0.0909091,1,1411,0,40,11
0,0,1411,0,41,5
0.1428571,1,1411,0,41,7
0.2142857,0,1411,0,42,14
0.3,1,1411,0,42,10
0,0,1411,0,43,5
0.3333333,1,1411,0,43,6
0.3,0,1411,0,44,10
0,1,1411,0,44,5
0.2857143,0,1411,0,45,7
0,1,1411,0,45,3
0.7777778,0,1411,0,46,9
0.1176471,0,1411,0,47,17
0,1,1411,0,47,13
0.3333333,0,1411,0,48,33
0.1818182,1,1411,0,48,11
0.2777778,0,1411,0,49,18
0.1785714,1,1411,0,49,28
0.3333333,0,1411,1,50,12
0.1176471,1,1411,1,50,17
0.1538462,0,1411,1,51,13
0.1818182,1,1411,1,51,11
0.0833333,0,1411,1,52,12
0,1,1411,1,52,10
0.2666667,0,1411,1,53,15
0,1,1411,1,53,15
0,0,1411,1,54,8
0,1,1411,1,54,5
0.1428571,0,1411,1,55,14
0,1,1411,1,55,12
0.1428571,0,1411,1,56,7
0,1,1411,1,56,15
0,0,1411,1,57,15
0,1,1411,1,57,4
0.2857143,0,1412,0,40,7
0.5833333,1,1412,0,40,12
0.5555556,0,1412,0,41,9
0.5555556,1,1412,0,41,9
0,0,1412,0,42,6
0.2857143,1,1412,0,42,7
0.5909091,0,1412,0,43,22
0,1,1412,0,43,6
0.5833333,0,1412,0,44,12
0.5,1,1412,0,44,16
0.0909091,0,1412,0,45,11
0.1666667,1,1412,0,45,6
0.2222222,0,1412,0,46,9
0.375,1,1412,0,46,8
0.1515152,0,1412,0,47,33
0.125,1,1412,0,47,32
0.2580645,0,1412,0,48,31
0.2222222,1,1412,0,48,27
0.0909091,0,1412,0,49,33
0.1481481,1,1412,0,49,27
0.125,0,1412,1,50,16
0.1904762,1,1412,1,50,21
0.2307692,0,1412,1,51,26
0,1,1412,1,51,21
0.2352941,0,1412,1,52,17
0.1428571,1,1412,1,52,28
0.0833333,0,1412,1,53,24
0.12,1,1412,1,53,25
0,0,1412,1,54,26
0,1,1412,1,54,14
0.047619,0,1412,1,55,21
0.1,1,1412,1,55,10
0.1904762,0,1412,1,56,21
0.1333333,1,1412,1,56,15
0.1666667,0,1412,1,57,18
0.1428571,1,1412,1,57,21
0.2857143,0,1413,0,40,7
0.3846154,1,1413,0,40,13
0.5,0,1413,0,41,8
0.1428571,1,1413,0,41,7
0.3636364,0,1413,0,42,11
0.6153846,1,1413,0,42,13
0.6666667,0,1413,0,43,9
0,1,1413,0,43,7
0.2857143,0,1413,0,44,7
0,1,1413,0,44,4
0.6,0,1413,0,45,5
0.1428571,1,1413,0,45,7
0.125,0,1413,0,46,8
0,1,1413,0,46,1
0.25,0,1413,0,47,16
0.1875,1,1413,0,47,16
0.125,0,1413,0,48,16
0.0869565,1,1413,0,48,23
0.3333333,0,1413,0,49,15
0.1904762,1,1413,0,49,21
0.1363636,0,1413,1,50,22
0.3529412,1,1413,1,50,17
0.25,0,1413,1,51,20
0.3333333,1,1413,1,51,12
0,0,1413,1,52,15
0,1,1413,1,52,9
0.25,0,1413,1,53,12
0.25,1,1413,1,53,16
0,0,1413,1,54,14
0,1,1413,1,54,20
0,0,1413,1,55,20
0.2307692,1,1413,1,55,13
0,0,1413,1,56,8
0.125,1,1413,1,56,16
0.3125,0,1413,1,57,16
0,1,1413,1,57,19
0.5,0,1414,0,40,6
0.2857143,1,1414,0,40,7
0.375,0,1414,0,41,8
0.5,1,1414,0,41,4
0,0,1414,0,42,3
1,1,1414,0,42,3
0,0,1414,0,43,3
0,1,1414,0,43,3
0.8,0,1414,0,44,5
0,1,1414,0,44,3
0,0,1414,0,45,3
0.4,1,1414,0,45,5
0,0,1414,0,46,1
0.5454546,0,1414,0,47,11
0.1176471,1,1414,0,47,17
0,0,1414,0,48,6
0.3125,1,1414,0,48,16
0.0666667,0,1414,0,49,15
0.2727273,1,1414,0,49,11
0,0,1414,0,50,9
0,1,1414,0,50,9
0.3846154,0,1414,1,51,13
0,1,1414,1,51,10
0,0,1414,1,52,7
0,1,1414,1,52,9
0.1,0,1414,1,53,20
0.25,1,1414,1,53,8
0,0,1414,1,54,10
0.1666667,1,1414,1,54,12
0.0909091,0,1414,1,55,11
0,1,1414,1,55,10
0,0,1414,1,56,7
0,1,1414,1,56,10
0.1538462,0,1414,1,57,13
0.0833333,1,1414,1,57,12
0.3809524,0,1415,0,40,21
0.1818182,1,1415,0,40,11
0.2,0,1415,0,41,10
0.25,1,1415,0,41,8
0.3846154,0,1415,0,42,13
0,1,1415,0,42,4
0,0,1415,0,43,7
0.3529412,1,1415,0,43,17
1,0,1415,0,44,5
0.1666667,1,1415,0,44,6
0,0,1415,0,45,4
0.5,1,1415,0,45,2
0,0,1415,0,46,3
0,1,1415,0,46,1
0.0769231,0,1415,0,47,26
0.2903226,1,1415,0,47,31
0.2285714,0,1415,0,48,35
0.1212121,1,1415,0,48,33
0.1142857,0,1415,0,49,35
0.0769231,1,1415,0,49,26
0.1282051,0,1415,1,50,39
0.2413793,1,1415,1,50,29
0.1388889,0,1415,1,51,36
0.0714286,1,1415,1,51,28
0.2,0,1415,1,52,35
0.0555556,1,1415,1,52,18
0.2352941,0,1415,1,53,34
0,1,1415,1,53,18
0.1818182,0,1415,1,54,22
0,1,1415,1,54,22
0.1034483,0,1415,1,55,29
0.0833333,1,1415,1,55,24
0.097561,0,1415,1,56,41
0.1176471,1,1415,1,56,34
0.0512821,0,1415,1,57,39
0.0571429,1,1415,1,57,35
0.6153846,0,1416,0,40,13
0,1,1416,0,40,10
0.2857143,0,1416,0,41,7
0.2857143,1,1416,0,41,7
0.3636364,0,1416,0,42,11
0.1818182,1,1416,0,42,11
0.3636364,0,1416,0,43,11
0.2,1,1416,0,43,10
0.25,0,1416,0,44,8
0.5,1,1416,0,44,6
0.1666667,0,1416,0,45,6
0.5555556,1,1416,0,45,9
0.4,0,1416,0,46,5
0.3333333,1,1416,0,46,6
0.0869565,0,1416,0,47,23
0.0909091,1,1416,0,47,22
0.3461539,0,1416,0,48,26
0.21875,1,1416,0,48,32
0.3333333,0,1416,0,49,33
0.2272727,1,1416,0,49,22
0.325,0,1416,0,50,40
0.0909091,1,1416,0,50,22
0,0,1416,0,51,26
0.2142857,1,1416,0,51,28
0.368421,0,1416,0,52,19
0.0344828,1,1416,0,52,29
0.0645161,0,1416,0,53,31
0,1,1416,0,53,24
0.08,0,1416,0,54,25
0.08,1,1416,0,54,25
0.09375,0,1416,1,55,32
0,1,1416,1,55,30
0.1875,0,1416,1,56,32
0.0833333,1,1416,1,56,24
0.24,0,1416,1,57,25
0.1481481,1,1416,1,57,27
0,0,1417,0,40,1
0.5,0,1417,0,41,2
0.5,1,1417,0,41,4
0,1,1417,0,42,3
0,0,1417,0,43,3
0,1,1417,0,43,2
0,0,1417,0,44,1
0,1,1417,0,44,1
0.6666667,0,1417,0,45,3
0,1,1417,0,46,1
0.1666667,0,1417,0,47,12
0,1,1417,0,47,2
0.1818182,0,1417,0,48,11
0.3333333,1,1417,0,48,6
0.5,0,1417,0,49,4
0,1,1417,0,49,8
0.25,0,1417,0,50,8
0,1,1417,0,50,6
0,0,1417,0,51,5
0,1,1417,0,51,8
0.1538462,0,1417,0,52,13
0.3333333,1,1417,0,52,3
0.2857143,0,1417,0,53,7
0.2857143,1,1417,0,53,7
0,0,1417,0,54,5
0,1,1417,0,54,6
0.1111111,0,1417,1,55,9
0.6666667,1,1417,1,55,6
0,0,1417,1,56,7
0,1,1417,1,56,4
0,0,1417,1,57,4
0.5,1,1417,1,57,4
0,0,1418,0,40,1
0,1,1418,0,40,2
0.6666667,0,1418,0,41,3
1,1,1418,0,41,2
0,0,1418,0,42,2
0,1,1418,0,43,1
1,0,1418,0,44,2
0,1,1418,0,44,2
1,0,1418,0,45,1
0,1,1418,0,45,1
0.6666667,1,1418,0,46,3
0.3571429,0,1418,0,47,14
0,1,1418,0,47,6
0.0588235,0,1418,0,48,17
0.4,1,1418,0,48,15
0.2857143,0,1418,0,49,14
0.4285714,1,1418,0,49,14
0.0833333,0,1418,0,50,12
0.3333333,1,1418,0,50,15
0.0526316,0,1418,0,51,19
0.1428571,1,1418,0,51,14
0.2222222,0,1418,0,52,18
0,1,1418,0,52,9
0.0769231,0,1418,0,53,13
0,1,1418,0,53,10
0.0714286,0,1418,1,54,14
0,1,1418,1,54,13
0.125,0,1418,1,55,16
0,1,1418,1,55,8
0,0,1418,1,56,11
0.1538462,1,1418,1,56,13
0.0666667,0,1418,1,57,15
0.1428571,1,1418,1,57,14
0.3076923,0,1419,0,40,13
0.1212121,1,1419,0,40,33
0.3,0,1419,0,41,20
0.2608696,1,1419,0,41,23
