dod,female,kommun60,experiment,foddar,ett
0.0555556,1,636,0,49,18
0.2692308,0,636,0,50,26
0.0869565,1,636,0,50,23
0.1,0,636,0,51,10
0.2352941,1,636,0,51,17
0.0952381,0,636,0,52,21
0.1333333,1,636,0,52,15
0.1111111,0,636,0,53,9
0.1052632,1,636,0,53,19
0.1666667,0,636,1,54,12
0,1,636,1,54,14
0,0,636,1,55,9
0.0666667,1,636,1,55,15
0,0,636,1,56,10
0,1,636,1,56,20
0.2,0,636,1,57,10
0.1666667,1,636,1,57,12
0.2903226,0,637,0,40,31
0.2307692,1,637,0,40,26
0.5333334,0,637,0,41,30
0.3913043,1,637,0,41,23
0.1818182,0,637,0,42,22
0.2222222,1,637,0,42,9
0.2380952,0,637,0,43,21
0.1,1,637,0,43,10
0.5714286,0,637,0,44,14
0.2,1,637,0,44,10
0.25,0,637,0,45,4
0.0769231,1,637,0,45,13
0.0833333,0,637,0,46,12
0,1,637,0,46,16
0.255814,0,637,0,47,43
0.2083333,1,637,0,47,48
0.1794872,0,637,0,48,39
0.0333333,1,637,0,48,30
0.2083333,0,637,0,49,48
0.244898,1,637,0,49,49
0.125,0,637,0,50,40
0.2105263,1,637,0,50,38
0,0,637,0,51,32
0.1481481,1,637,0,51,27
0.1470588,0,637,0,52,34
0.0285714,1,637,0,52,35
0.2,0,637,1,53,40
0.1111111,1,637,1,53,36
0.04,0,637,1,54,25
0,1,637,1,54,25
0.0967742,0,637,1,55,31
0.0588235,1,637,1,55,34
0.0526316,0,637,1,56,38
0,1,637,1,56,33
0.1538462,0,637,1,57,26
0.0344828,1,637,1,57,29
0.375,0,638,0,40,8
0,1,638,0,40,8
0.625,0,638,0,41,8
0.2666667,1,638,0,41,15
0.5384616,0,638,0,42,13
0.5,1,638,0,42,4
0.75,0,638,0,43,8
0,1,638,0,43,2
0.2,0,638,0,44,5
0.3636364,1,638,0,44,11
0,1,638,0,45,2
0,0,638,0,46,3
0,1,638,0,46,3
0.2,0,638,0,47,25
0.16,1,638,0,47,25
0.15,0,638,0,48,40
0.1875,1,638,0,48,32
0.1785714,0,638,0,49,28
0.1612903,1,638,0,49,31
0.2424242,0,638,0,50,33
0.1304348,1,638,0,50,23
0.1923077,0,638,0,51,26
0.2727273,1,638,0,51,22
0.1578947,0,638,0,52,38
0.2105263,1,638,0,52,19
0.2173913,0,638,1,53,23
0.0857143,1,638,1,53,35
0.0357143,0,638,1,54,28
0.1052632,1,638,1,54,38
0.0909091,0,638,1,55,33
0.0666667,1,638,1,55,30
0.0967742,0,638,1,56,31
0.1538462,1,638,1,56,26
0.1818182,0,638,1,57,22
0,1,638,1,57,21
0.25,0,639,0,40,4
0,1,639,0,40,3
0,0,639,0,41,6
0.2307692,1,639,0,41,13
0,0,639,0,42,3
0.5,1,639,0,42,4
0.6666667,0,639,0,43,3
1,0,639,0,44,2
0,1,639,0,44,1
1,1,639,0,45,2
0.4210526,0,639,0,47,19
0.1052632,1,639,0,47,19
0.2222222,0,639,0,48,27
0,1,639,0,48,16
0.2666667,0,639,0,49,15
0.1,1,639,0,49,20
0.1666667,0,639,0,50,24
0,1,639,0,50,13
0,0,639,0,51,16
0,1,639,0,51,11
0.0769231,0,639,0,52,13
0.0952381,1,639,0,52,21
0.0714286,0,639,1,53,14
0.1428571,1,639,1,53,14
0.3076923,0,639,1,54,13
0,1,639,1,54,13
0,0,639,1,55,16
0.15,1,639,1,55,20
0.1818182,0,639,1,56,11
0,1,639,1,56,21
0,0,639,1,57,15
0.1666667,1,639,1,57,12
0.4615385,0,640,0,40,13
0.625,1,640,0,40,16
0.5882353,0,640,0,41,17
0.2222222,1,640,0,41,9
0,0,640,0,42,5
0,1,640,0,42,2
0.7272727,0,640,0,43,11
0,1,640,0,43,4
0.7142857,0,640,0,44,7
0.5,1,640,0,44,2
0,0,640,0,45,1
0,1,640,0,45,2
0.6,0,640,0,46,5
0.04,0,640,0,47,25
0.1875,1,640,0,47,32
0.2285714,0,640,0,48,35
0.1290323,1,640,0,48,31
0.2,0,640,0,49,25
0.0434783,1,640,0,49,23
0.0952381,0,640,0,50,21
0,1,640,0,50,24
0.2222222,0,640,0,51,9
0,1,640,0,51,15
0.12,0,640,0,52,25
0.0909091,1,640,0,52,22
0.3214286,0,640,1,53,28
0.1,1,640,1,53,20
0.1,0,640,1,54,20
0,1,640,1,54,24
0.0869565,0,640,1,55,23
0.24,1,640,1,55,25
0.12,0,640,1,56,25
0.0526316,1,640,1,56,19
0.15,0,640,1,57,20
0,1,640,1,57,16
0,0,660,0,40,2
0,1,660,0,40,1
0,0,660,0,41,2
1,0,660,0,42,1
0.6666667,0,660,0,43,3
0,0,660,0,44,1
0,1,660,0,46,1
0.4,0,660,0,47,5
1,1,660,0,47,2
0,0,660,0,48,11
0,1,660,0,48,3
0,0,660,0,49,4
0,1,660,0,49,3
0,0,660,0,50,4
0.1666667,1,660,0,50,6
0,0,660,0,51,6
0,1,660,0,51,4
0,0,660,0,52,1
0.2222222,1,660,0,52,9
0.5,0,660,0,53,2
0,1,660,0,53,3
0,0,660,1,54,4
0.2857143,1,660,1,54,7
0.25,0,660,1,55,4
0,1,660,1,55,2
0,0,660,1,56,2
0,1,660,1,56,3
0,0,660,1,57,6
0,1,660,1,57,2
0.4,0,661,0,43,5
0,1,661,0,43,1
0.6666667,0,661,0,44,3
0,1,661,0,44,3
0.6923077,0,661,0,45,13
0.25,1,661,0,45,8
0,1,661,0,46,6
0.1568628,0,661,0,47,51
0.2916667,1,661,0,47,48
0.0847458,0,661,0,48,59
0.1555556,1,661,0,48,45
0.2083333,0,661,0,49,48
0.2564103,1,661,0,49,39
0.125,0,661,0,50,40
0.08,1,661,0,50,50
0.1960784,0,661,0,51,51
0.0465116,1,661,0,51,43
0.0697674,0,661,0,52,43
0.1052632,1,661,0,52,38
0.173913,0,661,1,53,46
0.1020408,1,661,1,53,49
0.0869565,0,661,1,54,46
0.0487805,1,661,1,54,41
0.2162162,0,661,1,55,37
0.0333333,1,661,1,55,30
0.025,0,661,1,56,40
0.1142857,1,661,1,56,35
0.1025641,0,661,1,57,39
0.0652174,1,661,1,57,46
0.5,0,662,0,40,4
0.1428571,1,662,0,40,7
0.6666667,0,662,0,41,6
0.125,1,662,0,41,8
0.5,0,662,0,42,4
0,1,662,0,42,6
0,0,662,0,43,3
0.1818182,1,662,0,43,11
0.4444444,0,662,0,44,9
0.2222222,1,662,0,44,9
0,0,662,0,45,10
0,1,662,0,45,9
0.4,0,662,0,46,10
0.1818182,1,662,0,46,11
0.2295082,0,662,0,47,61
0.1454545,1,662,0,47,55
0.15,0,662,0,48,60
0.2307692,1,662,0,48,65
0.2307692,0,662,0,49,65
0.1,1,662,0,49,60
0.1641791,0,662,0,50,67
0.1166667,1,662,0,50,60
0.1132075,0,662,0,51,53
0.0847458,1,662,0,51,59
0.2241379,0,662,0,52,58
0.0363636,1,662,0,52,55
0.0909091,0,662,0,53,55
0.2089552,1,662,0,53,67
0.1864407,0,662,0,54,59
0.1403509,1,662,0,54,57
0.1129032,0,662,1,55,62
0.1269841,1,662,1,55,63
0.15625,0,662,1,56,64
0.0392157,1,662,1,56,51
0.2241379,0,662,1,57,58
0.0566038,1,662,1,57,53
0.25,0,663,0,40,4
0.25,1,663,0,40,8
0.5,0,663,0,41,4
0,1,663,0,41,2
0,0,663,0,42,1
0,1,663,0,42,2
0.6666667,0,663,0,43,3
0.5,1,663,0,43,4
0,0,663,0,44,1
0.6,1,663,0,44,5
0.6666667,0,663,0,45,3
0,1,663,0,45,1
0,0,663,0,46,1
1,1,663,0,46,2
0.125,0,663,0,47,24
0.2571429,1,663,0,47,35
0.125,0,663,0,48,32
0.1481481,1,663,0,48,27
0.1304348,0,663,0,49,23
0.05,1,663,0,49,20
0,0,663,0,50,22
0.0714286,1,663,0,50,28
0,0,663,0,51,20
0.1,1,663,0,51,30
0.1304348,0,663,0,52,23
0.2631579,1,663,0,52,19
0,0,663,0,53,17
0,1,663,0,53,19
0,0,663,0,54,19
0.0769231,1,663,0,54,26
0.0909091,0,663,1,55,22
0.0645161,1,663,1,55,31
0,0,663,1,56,21
0.16,1,663,1,56,25
0.2045455,0,663,1,57,44
0.0740741,1,663,1,57,27
0.375,0,664,0,40,8
0.2,1,664,0,40,10
0,0,664,0,41,2
0.4705882,1,664,0,41,17
0.1666667,0,664,0,42,12
0,1,664,0,42,4
0,0,664,0,43,2
0,1,664,0,43,4
0.4,0,664,0,44,5
0,1,664,0,44,4
0,0,664,0,45,6
0.5,1,664,0,45,8
0,0,664,0,46,2
0,1,664,0,46,4
0.173913,0,664,0,47,23
0.0769231,1,664,0,47,26
0.16,0,664,0,48,25
0,1,664,0,48,16
0.1666667,0,664,0,49,24
0.16,1,664,0,49,25
0.0434783,0,664,0,50,23
0.08,1,664,0,50,25
0.1304348,0,664,0,51,23
0.0909091,1,664,0,51,22
0.1,0,664,0,52,20
0,1,664,0,52,17
0,0,664,0,53,14
0.1818182,1,664,0,53,22
0,0,664,1,54,13
0.1333333,1,664,1,54,15
0,0,664,1,55,20
0,1,664,1,55,21
0.0454545,0,664,1,56,22
0.0833333,1,664,1,56,12
0,0,664,1,57,13
0.0526316,1,664,1,57,19
0.4,0,665,0,40,10
0,1,665,0,40,13
0.2666667,0,665,0,41,15
0.2666667,1,665,0,41,15
0.25,0,665,0,42,16
0.2222222,1,665,0,42,9
0.125,0,665,0,43,16
0,1,665,0,43,9
0.1666667,0,665,0,44,6
0,1,665,0,44,6
0.2857143,0,665,0,45,7
0.1111111,1,665,0,45,9
0,0,665,0,46,4
0,1,665,0,46,6
0.3191489,0,665,0,47,47
0.1481481,1,665,0,47,27
0.275,0,665,0,48,40
0.1388889,1,665,0,48,36
0.0540541,0,665,0,49,37
0.125,1,665,0,49,32
0.2941177,0,665,0,50,34
0.0666667,1,665,0,50,30
0.0357143,0,665,0,51,28
0.1333333,1,665,0,51,30
0.0769231,0,665,0,52,26
0.0357143,1,665,0,52,28
0.1153846,0,665,0,53,26
0,1,665,0,53,21
0.1621622,0,665,0,54,37
0.097561,1,665,0,54,41
0.0851064,0,665,1,55,47
0.1052632,1,665,1,55,38
0.1111111,0,665,1,56,36
0.0606061,1,665,1,56,33
0.0285714,0,665,1,57,35
0.1142857,1,665,1,57,35
0.3157895,0,666,0,40,19
0.5,1,666,0,40,12
0,0,666,0,41,6
0.3333333,1,666,0,41,6
0.3333333,0,666,0,42,9
0,1,666,0,42,8
0.1818182,0,666,0,43,11
0.375,1,666,0,43,8
0.5,0,666,0,44,16
0,1,666,0,44,5
0.3333333,0,666,0,45,12
0.1666667,1,666,0,45,12
0.1818182,0,666,0,46,11
0.2142857,1,666,0,46,14
0.2978723,0,666,0,47,47
0.1162791,1,666,0,47,43
0.1818182,0,666,0,48,33
0,1,666,0,48,47
0.09375,0,666,0,49,32
0.21875,1,666,0,49,32
0.1034483,0,666,0,50,29
0.2222222,1,666,0,50,18
0.0645161,0,666,0,51,31
0.1111111,1,666,0,51,36
0.16,0,666,0,52,25
0.2068966,1,666,0,52,29
0.1923077,0,666,0,53,26
0,1,666,0,53,27
0.0740741,0,666,0,54,27
0,1,666,0,54,30
0.0714286,0,666,1,55,28
0.1538462,1,666,1,55,26
0.08,0,666,1,56,25
0.1,1,666,1,56,20
0.037037,0,666,1,57,27
0,1,666,1,57,27
0.4311594,0,680,,40,276
0.3682008,1,680,,40,239
0.4652778,0,680,,41,288
0.3381818,1,680,,41,275
0.4317549,0,680,,42,359
0.2792793,1,680,,42,333
0.3857567,0,680,,43,337
0.2155689,1,680,,43,334
0.2948328,0,680,,44,329
0.2644377,1,680,,44,329
0.2871287,0,680,,45,303
0.2413793,1,680,,45,290
0.2629758,0,680,,46,289
0.2451613,1,680,,46,310
0.2569659,0,680,,47,323
0.237013,1,680,,47,308
0.2240664,0,680,,48,241
0.2230769,1,680,,48,260
0.1941392,0,680,,49,273
0.1513761,1,680,,49,218
0.1865079,0,680,,50,252
0.147541,1,680,,50,244
0.2638889,0,680,,51,288
0.1118421,1,680,,51,304
0.1802326,0,680,,52,344
0.1236364,1,680,,52,275
0.1768293,0,680,,53,328
0.1283019,1,680,,53,265
0.1455108,0,680,,54,323
0.1399317,1,680,,54,293
0.15625,0,680,,55,320
0.0990099,1,680,,55,303
0.1114551,0,680,,56,323
0.0841751,1,680,,56,297
0.1047619,0,680,,57,315
0.085443,1,680,,57,316
0.7142857,0,681,1,40,7
0.5,1,681,1,40,8
0.5294118,0,681,1,41,17
0.25,1,681,1,41,12
0.0909091,0,681,1,42,11
0.3333333,1,681,1,42,15
0,0,681,1,43,7
0.4444444,1,681,1,43,9
0.2,0,681,1,44,15
0,1,681,1,44,6
0.125,0,681,1,45,16
0.1818182,1,681,1,45,22
0.1666667,0,681,1,46,6
0.4,1,681,1,46,5
0.2844037,0,681,1,47,109
0.1407407,1,681,1,47,135
0.2051282,0,681,1,48,117
0.1259259,1,681,1,48,135
0.1372549,0,681,1,49,102
0.1260504,1,681,1,49,119
0.1395349,0,681,1,50,86
0.0666667,1,681,1,50,105
0.2635659,0,681,1,51,129
0.1123596,1,681,1,51,89
0.1415094,0,681,1,52,106
0.07,1,681,1,52,100
0.1967213,0,681,1,53,122
0.1009174,1,681,1,53,109
0.11,0,681,1,54,100
0.0493827,1,681,1,54,81
0.0792079,0,681,1,55,101
0.0485437,1,681,1,55,103
0.2056075,0,681,1,56,107
0.0679612,1,681,1,56,103
0.08,0,681,1,57,100
0.0761905,1,681,1,57,105
0.3934426,0,682,0,40,61
0.3392857,1,682,0,40,56
0.3396226,0,682,0,41,53
0.2444444,1,682,0,41,45
0.3746032,0,682,0,42,315
0.3014185,1,682,0,42,282
0.3476923,0,682,0,43,325
0.2842466,1,682,0,43,292
0.3100559,0,682,0,44,358
0.245098,1,682,0,44,306
0.2520325,0,682,0,45,369
0.1914191,1,682,0,45,303
0.2446809,0,682,0,46,376
0.2215909,1,682,0,46,352
0.2797619,0,682,0,47,168
0.1646342,1,682,0,47,164
0.2833333,0,682,1,48,180
0.1387283,1,682,1,48,173
0.1757576,0,682,1,49,165
0.1013514,1,682,1,49,148
0.1824818,0,682,1,50,137
0.1917808,1,682,1,50,146
0.1597222,0,682,1,51,144
0.1294964,1,682,1,51,139
0.1688312,0,682,1,52,154
0.0869565,1,682,1,52,115
0.1695906,0,682,1,53,171
0.1268657,1,682,1,53,134
0.1812081,0,682,1,54,149
0.1032258,1,682,1,54,155
0.1166667,0,682,1,55,120
0.1307692,1,682,1,55,130
0.1216216,0,682,1,56,148
0.0666667,1,682,1,56,135
0.0857143,0,682,1,57,140
0.0592593,1,682,1,57,135
0.4133333,0,683,0,40,375
0.303681,1,683,0,40,326
0.3515625,0,683,0,41,384
0.2901235,1,683,0,41,324
0.352518,0,683,0,42,417
0.2573726,1,683,0,42,373
0.3136842,0,683,0,43,475
0.1789976,1,683,0,43,419
0.3223938,0,683,0,44,518
0.2,1,683,0,44,480
0.240991,0,683,0,45,444
0.1666667,1,683,0,45,414
0.2627291,0,683,0,46,491
0.1919831,1,683,0,46,474
0.2881356,0,683,0,47,118
0.1111111,1,683,0,47,117
0.311828,0,683,0,48,93
0.0925926,1,683,0,48,108
0.1681416,0,683,0,49,113
0.1083333,1,683,0,49,120
0.0631579,0,683,0,50,95
0.1195652,1,683,0,50,92
0.1885246,0,683,0,51,122
0.1456311,1,683,0,51,103
0.1929825,0,683,0,52,114
0.08,1,683,0,52,100
0.1584158,0,683,0,53,101
0.1100917,1,683,0,53,109
0.1538462,0,683,0,54,91
0.1363636,1,683,0,54,88
0.1030928,0,683,1,55,97
0.1530612,1,683,1,55,98
0.1826087,0,683,1,56,115
0.0222222,1,683,1,56,90
0.1058824,0,683,1,57,85
0.0786517,1,683,1,57,89
0.5384616,0,684,0,40,26
0.3043478,1,684,0,40,23
0.5555556,0,684,0,41,27
0.0952381,1,684,0,41,21
0.2777778,0,684,0,42,18
0.2,1,684,0,42,25
0.1666667,0,684,0,43,12
0.375,1,684,0,43,16
0.25,0,684,0,44,8
0.125,1,684,0,44,16
0.2857143,0,684,0,45,7
0.2142857,1,684,0,45,14
0,0,684,0,46,8
0.1,1,684,0,46,10
0.125,0,684,0,47,48
0.1153846,1,684,0,47,52
0.2,0,684,0,48,50
0.1707317,1,684,0,48,41
0.26,0,684,0,49,50
0.1025641,1,684,0,49,39
0.0909091,0,684,0,50,55
0.1276596,1,684,0,50,47
0.1428571,0,684,0,51,49
0.0638298,1,684,0,51,47
0.1627907,0,684,0,52,43
0.0961538,1,684,0,52,52
0.0571429,0,684,0,53,35
0.1875,1,684,0,53,48
0.0961538,0,684,0,54,52
0.1395349,1,684,0,54,43
0.1282051,0,684,1,55,39
0.2291667,1,684,1,55,48
0.2083333,0,684,1,56,48
0,1,684,1,56,37
0.0576923,0,684,1,57,52
0.1956522,1,684,1,57,46
0.4732143,0,685,0,40,112
0.32,1,685,0,40,100
0.4262295,0,685,0,41,122
0.2439024,1,685,0,41,82
0.3128834,0,685,0,42,163
0.2947977,1,685,0,42,173
0.2688679,0,685,0,43,212
0.1884817,1,685,0,43,191
0.3086956,0,685,0,44,230
0.1712062,1,685,0,44,257
0.2851711,0,685,0,45,263
0.2139535,1,685,0,45,215
0.2616034,0,685,0,46,237
0.2192982,1,685,0,46,228
0.254902,0,685,0,47,102
0.1704545,1,685,0,47,88
0.2083333,0,685,0,48,96
0.1463415,1,685,0,48,82
0.1444445,0,685,0,49,90
0.1566265,1,685,0,49,83
0.24,0,685,0,50,100
0.0888889,1,685,0,50,90
0.1443299,0,685,0,51,97
0.1590909,1,685,0,51,88
0.1882353,0,685,0,52,85
0.0116279,1,685,0,52,86
0.1616162,0,685,1,53,99
0.0588235,1,685,1,53,102
0.05,0,685,1,54,80
0.05,1,685,1,54,80
0.1022727,0,685,1,55,88
0.1414141,1,685,1,55,99
0.0740741,0,685,1,56,81
0.0333333,1,685,1,56,90
0.2019231,0,685,1,57,104
0.0434783,1,685,1,57,92
0.26,0,686,0,40,50
0.1818182,1,686,0,40,55
0.3928571,0,686,0,41,140
0.1982759,1,686,0,41,116
0.3834586,0,686,0,42,133
0.2413793,1,686,0,42,145
0.3148148,0,686,0,43,216
0.2477876,1,686,0,43,226
0.2826087,0,686,0,44,230
0.2130435,1,686,0,44,230
0.2282158,0,686,0,45,241
0.1818182,1,686,0,45,220
0.2212766,0,686,0,46,235
0.1590909,1,686,0,46,220
0.3301887,0,686,0,47,106
0.1518987,1,686,0,47,79
0.1632653,0,686,0,48,98
0.1954023,1,686,0,48,87
0.2592593,0,686,0,49,108
0.1234568,1,686,0,49,81
0.2,0,686,0,50,80
0.125,1,686,0,50,72
0.2336449,0,686,0,51,107
0.1219512,1,686,0,51,82
0.2105263,0,686,1,52,95
0.0722892,1,686,1,52,83
0.1981982,0,686,1,53,111
0.0416667,1,686,1,53,72
0.0875,0,686,1,54,80
0.0649351,1,686,1,54,77
0.0970874,0,686,1,55,103
0.0352941,1,686,1,55,85
0.1363636,0,686,1,56,88
0.0326087,1,686,1,56,92
0.1686747,0,686,1,57,83
0.0789474,1,686,1,57,76
0,0,687,0,42,1
0.6666667,0,687,0,46,3
0.4285714,0,688,0,40,7
0.4,1,688,0,40,10
0.8,0,688,0,41,5
0,1,688,0,41,4
0,0,688,0,42,4
1,0,688,0,43,2
0,1,688,0,43,1
1,0,688,0,44,1
0,1,688,0,44,2
0.6666667,0,688,0,45,3
0,1,688,0,45,3
0,0,688,0,46,1
0,1,688,0,46,1
0.2,0,688,0,47,30
0.1666667,1,688,0,47,30
0.4054054,0,688,0,48,37
0.1333333,1,688,0,48,45
0.24,0,688,0,49,25
0.1304348,1,688,0,49,23
0.2916667,0,688,0,50,24
0.08,1,688,0,50,25
0.1153846,0,688,0,51,26
0,1,688,0,51,17
0.25,0,688,0,52,20
0.1764706,1,688,0,52,17
0.1428571,0,688,0,53,28
0.0689655,1,688,0,53,29
0.2631579,0,688,1,54,19
0.1,1,688,1,54,20
0.1176471,0,688,1,55,17
0.0714286,1,688,1,55,14
0,0,688,1,56,19
0.0625,1,688,1,56,16
0.2857143,0,688,1,57,21
0,1,688,1,57,25
0,0,701,0,40,1
0,1,701,0,40,3
0.6666667,0,701,0,42,3
0,1,701,0,42,2
0,0,701,1,45,1
0,0,701,1,46,1
1,0,701,1,47,2
0,1,701,1,47,2
0,0,701,1,48,1
0.6666667,1,701,1,48,3
0,0,701,1,49,1
0,1,701,1,49,3
0,0,701,1,50,1
0,0,701,1,51,2
0,1,701,1,51,1
0,0,701,1,53,1
0,0,701,1,54,1
0.3,0,702,0,40,10
0.5454546,1,702,0,40,11
0.2857143,0,702,0,41,7
0,1,702,0,41,9
0,0,702,0,42,2
0,1,702,0,42,7
0.4166667,0,702,0,43,12
0.25,1,702,0,43,8
0.5454546,0,702,0,44,11
0.4166667,1,702,0,44,12
0.2,0,702,1,45,10
0.5,1,702,1,45,12
0.2307692,0,702,1,46,13
0,1,702,1,46,8
0.2222222,0,702,1,47,18
0,1,702,1,47,15
0.1875,0,702,1,48,32
0.0952381,1,702,1,48,21
0,0,702,1,49,14
0.1333333,1,702,1,49,15
0.2352941,0,702,1,50,17
0.1428571,1,702,1,50,21
0,0,702,1,51,15
0.1666667,1,702,1,51,24
0.125,0,702,1,52,16
0,1,702,1,52,18
0,0,702,1,53,17
0,1,702,1,53,22
0,0,702,1,54,19
0.0555556,1,702,1,54,18
0,0,702,1,55,19
0,1,702,1,55,29
0.1,0,702,1,56,20
0,1,702,1,56,22
0.0952381,0,702,1,57,21
0.1818182,1,702,1,57,22
0.5,0,703,0,40,8
0.2857143,1,703,0,40,7
0.5,0,703,0,41,4
0,1,703,0,41,5
0,0,703,0,42,2
0,1,703,0,42,5
0,0,703,0,43,5
0.4,1,703,0,43,5
0.25,0,703,0,44,4
0.4,1,703,0,44,5
0,0,703,1,45,4
0.5,1,703,1,45,2
0,0,703,1,46,3
0,1,703,1,46,2
0.137931,0,703,1,47,29
0.2333333,1,703,1,47,30
0.1034483,0,703,1,48,29
0,1,703,1,48,33
0.1481481,0,703,1,49,27
0.0625,1,703,1,49,32
0.3181818,0,703,1,50,22
0.04,1,703,1,50,25
0.1111111,0,703,1,51,18
0.0909091,1,703,1,51,22
0.24,0,703,1,52,25
0.0833333,1,703,1,52,24
0.1481481,0,703,1,53,27
0.1666667,1,703,1,53,24
0.0833333,0,703,1,54,24
0.1111111,1,703,1,54,18
0.1818182,0,703,1,55,22
0.1333333,1,703,1,55,15
0.1,0,703,1,56,20
0.05,1,703,1,56,20
0.0294118,0,703,1,57,34
0,1,703,1,57,22
0,1,704,,46,1
0.4,0,705,0,40,50
0.28,1,705,0,40,50
0.1836735,0,705,0,41,49
0.2195122,1,705,0,41,41
0.3484848,0,705,0,42,66
0.1,1,705,0,42,40
0.1764706,0,705,1,43,34
0.175,1,705,1,43,40
0.4666667,0,705,1,44,30
0.0833333,1,705,1,44,24
0.2222222,0,705,1,45,18
0.2608696,1,705,1,45,23
0.275,0,705,1,46,40
0.1395349,1,705,1,46,43
0.2,0,705,1,47,40
0.125,1,705,1,47,32
0.2777778,0,705,1,48,36
0.1388889,1,705,1,48,36
0.2,0,705,1,49,40
0.075,1,705,1,49,40
0.1627907,0,705,1,50,43
0,1,705,1,50,20
0.2424242,0,705,1,51,33
0.2285714,1,705,1,51,35
0.0588235,0,705,1,52,17
0.2058824,1,705,1,52,34
0.1764706,0,705,1,53,34
0.1578947,1,705,1,53,38
0.1515152,0,705,1,54,33
0.0540541,1,705,1,54,37
0.2068966,0,705,1,55,29
0.0967742,1,705,1,55,31
0.1111111,0,705,1,56,36
0,1,705,1,56,17
0.12,0,705,1,57,25
0.1935484,1,705,1,57,31
0.3076923,0,706,0,40,13
0.5714286,1,706,0,40,7
0,0,706,0,41,4
0,1,706,0,41,5
0.2,0,706,0,42,10
0,1,706,0,42,6
0.4285714,0,706,0,43,7
0,1,706,0,43,3
0.6,0,706,0,44,10
0,1,706,0,44,2
0,0,706,0,45,6
0,1,706,0,45,4
0,1,706,0,46,3
0.2307692,0,706,0,47,26
0,1,706,0,47,10
0.2352941,0,706,0,48,17
0.15,1,706,0,48,20
0.2631579,0,706,0,49,19
0.04,1,706,0,49,25
0.1363636,0,706,0,50,22
0,1,706,0,50,17
0.1,0,706,0,51,20
0.3333333,1,706,0,51,18
0.4210526,0,706,1,52,19
0,1,706,1,52,6
0.2,0,706,1,53,15
0,1,706,1,53,16
0.1875,0,706,1,54,16
0.1111111,1,706,1,54,18
0.0952381,0,706,1,55,21
0,1,706,1,55,6
0.15,0,706,1,56,20
0.1176471,1,706,1,56,17
0,0,706,1,57,16
0,1,706,1,57,8
0,0,707,0,40,4
0.2,1,707,0,40,5
0.5,0,707,0,41,4
0.4,1,707,0,41,5
0,0,707,0,42,4
0,1,707,0,42,3
0.75,0,707,0,43,8
0,1,707,0,43,2
0.5,0,707,1,44,2
0.3333333,1,707,1,44,3
0,0,707,1,45,4
0,1,707,1,45,2
0,0,707,1,46,1
0.1666667,0,707,1,47,18
0.375,1,707,1,47,16
0.4285714,0,707,1,48,14
0.0666667,1,707,1,48,15
0,0,707,1,49,14
0.3529412,1,707,1,49,17
0.1538462,0,707,1,50,13
0.1538462,1,707,1,50,13
0.1176471,0,707,1,51,17
0,1,707,1,51,13
0,0,707,1,52,2
0,1,707,1,52,16
0.2352941,0,707,1,53,17
0.2105263,1,707,1,53,19
0.125,0,707,1,54,16
0.4,1,707,1,54,15
0.0909091,0,707,1,55,11
0,1,707,1,55,6
0.0625,0,707,1,56,16
0.3333333,1,707,1,56,9
0.1,0,707,1,57,10
0,1,707,1,57,15
0.5,0,708,0,40,16
0.45,1,708,0,40,20
0.4375,0,708,0,41,16
0.0909091,1,708,0,41,11
0.3448276,0,708,0,42,29
0.5416667,1,708,0,42,24
0.2666667,0,708,0,43,15
0.2916667,1,708,0,43,24
0.2222222,0,708,0,44,18
0.3333333,1,708,0,44,21
0.3,0,708,0,45,20
0,1,708,0,45,9
0.4444444,0,708,0,46,18
0.1666667,1,708,0,46,12
0.3448276,0,708,0,47,29
0,1,708,0,47,22
0.2571429,0,708,0,48,35
0.2307692,1,708,0,48,26
0.15625,0,708,1,49,32
0.0645161,1,708,1,49,31
0.2571429,0,708,1,50,35
0.2068966,1,708,1,50,29
0.0526316,0,708,1,51,19
0.0384615,1,708,1,51,26
0.0588235,0,708,1,52,17
0.2,1,708,1,52,20
0.0384615,0,708,1,53,26
0,1,708,1,53,21
0.0416667,0,708,1,54,24
0.25,1,708,1,54,16
0.0666667,0,708,1,55,30
0.1333333,1,708,1,55,15
0.3333333,0,708,1,56,12
0,1,708,1,56,16
0.1538462,0,708,1,57,13
0.2,1,708,1,57,20
0.4444444,0,709,0,40,27
0.1875,1,709,0,40,32
0.5,0,709,0,41,24
0.0666667,1,709,0,41,15
0.3157895,0,709,0,42,19
0.1428571,1,709,0,42,21
0.2631579,0,709,0,43,19
0.0909091,1,709,0,43,11
0.1764706,0,709,0,44,17
0.3,1,709,0,44,20
0.3125,0,709,0,45,16
0.1538462,1,709,0,45,13
0.1818182,0,709,0,46,22
0.25,1,709,0,46,16
0.1714286,0,709,0,47,35
0.047619,1,709,0,47,21
0.2173913,0,709,0,48,23
0.1,1,709,0,48,20
0.3333333,0,709,0,49,27
0.0740741,1,709,0,49,27
0.2666667,0,709,0,50,15
0.137931,1,709,0,50,29
0.15,0,709,0,51,20
0,1,709,0,51,34
0.3225806,0,709,0,52,31
0,1,709,0,52,18
0.0833333,0,709,0,53,24
0.0869565,1,709,0,53,23
0.173913,0,709,0,54,23
0.1666667,1,709,0,54,24
0.0416667,0,709,1,55,24
0,1,709,1,55,19
0,0,709,1,56,20
0,1,709,1,56,23
